MAPA ->,Mapa - por partido y fuente de origen de datos,,,,,,,,,,,,,,,,
,,Ubicación,,,,,,Categoría de uso y dominio,,,,,,,,,
Propiedad_ID,Descripción,Dirección oficial,Ubicación,Localidad,Lat,Long,Direcciones secundarias,En Índice GCBA,En Índice PBA,En Templos,En alquileres,En Eduardo,En Relev,En entes,Fuentes disponibles,Categoría de uso,Universo dominial
PROP_0194,PARROQUIA SANTA MAGDALENA SOFIA BARAT,"Carril, Salvador Maria Del Av. 2458",Ver en mapa,CABA,-34.587662,-58.493169,"Carril, Salvador Maria Del Av. 2460",,,✅,,✅,,✅,"Templos, Eduardo, Entes dependientes",Parroquia y anexos,Sin relevar
PROP_0195,Capilla NTRA. SRA. DE LUJÁN (Pquia Cristo Obrero),Sn - Villa 31 Bis,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0196,Parroquia SANTA MARGARITA MARIA ALACOQUE,Pico 4950,Ver en mapa,CABA,-34.551668,-58.498125,Pico 4962,,,✅,,✅,✅,,"Relevamiento, Templos, Eduardo",Parroquia y anexos,U5
PROP_0197,PARROQUIA DE SANTA MARIA,Republica Bolivariana De Venezuela y La Plata Av.,Ver en mapa,CABA,-34.618293,-58.428554,La Plata Av. 286,,,✅,,✅,,✅,"Templos, Eduardo, Entes dependientes",Parroquia y anexos,Sin relevar
PROP_0198,Parroquia SANTA MARIA DE BETANIA,Medrano Av. 752,Ver en mapa,CABA,-34.601294,-58.420772,Medrano Av. 760 | Medrano Av. 744,✅,,✅,,✅,,,"Índice GCBA, Templos, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0199,PARROQUIA SANTA MARIA DE LOS ANGELES,"Naon, Romulo 3210",Ver en mapa,CABA,-34.559808,-58.478954,"Naon, Romulo 3250",,,✅,,✅,,✅,"Templos, Eduardo, Entes dependientes",Parroquia y anexos,Sin relevar
PROP_0200,Parroquia SANTA MARIA MADRE DEL PUEBLO,"Manzana 3,Casa 1 Villa 1-11-14",Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0201,Parroquia SANTA MARIA TERESA GORETTI,Escalada Av. 1150,Ver en mapa,CABA,-34.648304,-58.490842,Escalada Av. 1192 | Escalada Av. 1198,✅,,✅,,✅,✅,,"Índice GCBA, Relevamiento, Templos, Eduardo",Parroquia y anexos,U1
PROP_0202,Parroquia SANTA RITA DE CASIA,Camarones 3449,Ver en mapa,CABA,-34.6159,-58.487313,Camarones 3443,,,✅,,✅,✅,,"Relevamiento, Templos, Eduardo",Parroquia y anexos,U5
PROP_0203,INSTITUTO EDUCACIONAL SANTA TERESITA,Chorroarin Av. y De Los Constituyentes Av.,Ver en mapa,CABA,-34.592091,-58.476035,Quiros 2941,,,✅,,✅,✅,✅,"Relevamiento, Templos, Eduardo, Entes dependientes",Parroquia y anexos,U5
PROP_0204,PARROQUIA SANTIAGO APOSTOL,"Riccheri, Pablo, Tte. Gral. 3189",Ver en mapa,CABA,-34.548358,-58.45313,"Riccheri, Pablo, Tte. Gral. 3199",,,✅,,✅,✅,✅,"Relevamiento, Templos, Eduardo, Entes dependientes",Parroquia y anexos,U5
PROP_0205,Capilla NTRA. SRA. DE LUJÁN (Pquia NTRA. SRA. del Carmen (Lugano)),Sn - Lugano,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0206,PARROQUIA SANTISIMA CRUZ,"Artigas, Jose Gervasio, Gral. 2040",Ver en mapa,CABA,-34.60827,-58.476755,"Artigas, Jose Gervasio, Gral. 2057 | Artigas, Jose Gervasio, Gral. 2056 | Artigas, Jose Gervasio, Gral. 2064 | Artigas, Jose Gervasio, Gral. 2052",✅,,✅,,✅,✅,✅,"Índice GCBA, Relevamiento, Templos, Eduardo, Entes dependientes",No AZB,U1
PROP_0207,Parroquia SANTISIMA TRINIDAD,"Larralde, Crisologo Av. 2450",Ver en mapa,CABA,-34.549373,-58.468806,Cabildo Av. 3680,,,✅,,✅,,,"Templos, Eduardo",Parroquia y anexos,Sin relevar
PROP_0208,INSTITUTO SAN MIGUEL,Beruti y Larrea,Ver en mapa,CABA,-34.592931,-58.400363,Larrea 1252 | Larrea 1254 | Larrea 1270 | Larrea 1276,,,✅,,✅,✅,✅,"Relevamiento, Templos, Eduardo, Entes dependientes",Parroquia y anexos,U6
PROP_0209,CENTRO COMUNITARIO SAN CAYETANO,"Fernandez De La Cruz, F., Gral. Av. 6820",Ver en mapa,CABA,-34.68987,-58.477731,,,,✅,,✅,✅,✅,"Relevamiento, Templos, Eduardo, Entes dependientes",Parroquia y anexos,U5
PROP_0210,PARROQUIA SANTOS SABINO Y BONIFACIO I. C.,Primera Junta 4083,Ver en mapa,CABA,-34.648807,-58.472041,Monte 4149 | Monte 4151 | Primera Junta 4095 | #Ref!,✅,,✅,,✅,✅,✅,"Índice GCBA, Relevamiento, Templos, Eduardo, Entes dependientes",Parroquia y anexos,U5
PROP_0211,Parroquia SEÑOR DEL MILAGRO,Moldes 1155,Ver en mapa,CABA,-34.570322,-58.45165,Moldes 1157 | Moldes 1110 | Moldes 1180,✅,,✅,,✅,✅,,"Índice GCBA, Relevamiento, Templos, Eduardo",Parroquia y anexos,U2
PROP_0212,Parroquia SOLEDAD DE MARIA SANTISIMA,Mosconi Gral. Av. S/N,Ver en mapa,CABA,,,Mosconi Gral. Av. 4119,,,✅,,✅,,,"Templos, Eduardo",Parroquia y anexos,Sin relevar
PROP_0213,PARROQUIA DE TODOS LOS SANTOS Y ANIMAS,Otero 145,Ver en mapa,CABA,-34.593349,-58.451928,,,,✅,,,✅,✅,"Relevamiento, Templos, Entes dependientes",Parroquia y anexos,U5
PROP_0214,PARROQUIA TRANSITO DE LA SANTISIMA VIRGEN,"Peron, Juan Domingo, Tte. Gral. 3317",Ver en mapa,CABA,-34.60749,-58.413141,"Peron, Juan Domingo, Tte. Gral. 3333 | Peron, Juan Domingo, Tte. Gral. 3329 | Peron, Juan Domingo, Tte. Gral. 3334",✅,,✅,,✅,✅,✅,"Índice GCBA, Relevamiento, Templos, Eduardo, Entes dependientes",Parroquia y anexos,U3
PROP_0215,Capilla NTRA. SRA. DEL BUEN CONSEJO (Pquia Natividad de María Santísima),Santa Maria Del Buen Aire 953,Ver en mapa,CABA,-34.654198,-58.381022,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0216,Parroquia TRANSITO DE SAN JOSE,Ercilia S/N,Ver en mapa,CABA,,,"Castro, Emilio Av. 6391",,,✅,,✅,,,"Templos, Eduardo",Parroquia y anexos,Sin relevar
PROP_0217,PARROQUIA VIRGEN DE LOS DESAMPARADOS,"Rodo, Jose E. 4203",Ver en mapa,CABA,-34.6423,-58.483587,"Rodo, Jose E. 4205",✅,,✅,,✅,✅,✅,"Índice GCBA, Relevamiento, Templos, Eduardo, Entes dependientes",Parroquia y anexos,U2
PROP_0218,NUESTRA SEÑORA DE CAACUPE,Pepiri 1442,Ver en mapa,CABA,-34.654669,-58.406345,"Cruz, Osvaldo 3470",✅,,✅,,✅,,✅,"Índice GCBA, Templos, Eduardo, Entes dependientes",Parroquia y anexos,U1-U3/Sin relevar
PROP_0219,PARROQUIA VIRGEN DE LUJAN,Monteagudo 830,Ver en mapa,CABA,-34.646698,-58.403691,"Masantonio, Herminio 2990",,,✅,,✅,,✅,"Templos, Eduardo, Entes dependientes",Parroquia y anexos,Sin relevar
PROP_0220,Parroquia VIRGEN INMACULADA,"Acosta, Mariano 2451",Ver en mapa,CABA,-34.655207,-58.455694,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0221,PARROQUIA VIRGEN INMACULADA DE LOURDES,Rivadavia Av. 6280,Ver en mapa,CABA,-34.626135,-58.455108,,,,✅,,✅,✅,✅,"Relevamiento, Templos, Eduardo, Entes dependientes",Parroquia y anexos,U5
PROP_0222,SANTUARIO JESUS SACRAMENTADO,Pringles 857,Ver en mapa,CABA,-34.601872,-58.426963,Pringles 859 | Corrientes Av. 4433,✅,,✅,,✅,,✅,"Índice GCBA, Templos, Eduardo, Entes dependientes",Parroquia y anexos,U1-U3/Sin relevar
PROP_0223,Capilla NTRA. SRA. DEL ROSARIO (Pquia Cristo Obrero),Sn - Villa 31 Bis,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0224,Capilla NTRA. SRA. QUE DESATA LOS NUDOS (Pquia Caacupé),Sn - Villa 21-24,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0225,Capilla NTRO. SEÑOR DEL MAILÍN (Pquia Caacupé),Sn - Villa 21-24,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0226,Capilla SAGRADO CORAZON (Pquia San Roque),Sn - Asentamiento Fraga 900,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0227,Capilla SAGRADOS CORAZONES (Pquia Jesús Salvador),"Chilavert, Martiniano, Coronel y Hudson",Ver en mapa,CABA,-34.683646,-58.472746,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0228,Capilla SAN ANTONIO (Pquia Caacupé),Sn - Villa 21-24,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0229,Capilla SAN ANTONIO DE PADUA (Pquia Santa María Madre del Pueblo),Sn - Villa 21-24,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0230,Capilla SAN BLAS (Pquia Caacupé),Sn - Villa 21-24,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0231,Capilla SAN CAYETANO (Pquia NTRA. SRA. del Rosario del Milagro),Sn - Villa Pirelli,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0232,Capilla SAN CAYETANO (Pquia NTRA. SRA. del Carmen (Lugano)),Sn - Lugano,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0233,Capilla SAN EXPEDITO (Pquia Caacupé),Sn - Villa 21-24,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0234,Capilla SAN FRANCISCO (Pquia NTRA. SRA. del Carmen (Lugano)),Sn - Lugano,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0235,Capilla SAN JOSÉ (Pquia NTRA. SRA. de Fátima (F)),Sn - Los Piletones,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0236,Capilla SAN JOSÉ DE LA MONTAÑA (Pquia San Antonio (D)),Habana 3964,Ver en mapa,CABA,-34.597759,-58.513186,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0237,Capilla SAN JUAN (Pquia Caacupé),Sn - Villa 21-24,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0238,Capilla SAN JUAN BAUTISTA (Pquia María Madre de la Esperanza),Sn - Villa 20,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0239,Capilla SAN JUAN BAUTISTA (Pquia Santa María Madre del Pueblo),Sn - Soldati,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0240,Capilla SAN LUIS REY (Pquia NTRA. SRA. de las Mercedes),Monroe y Husares,Ver en mapa,CABA,-34.549661,-58.445377,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0241,Capilla SANTA MARÍA DE LABARDÉN (Pquia Caacupé),"Villafañe, Wenceslao 107",Ver en mapa,CABA,-34.630471,-58.357228,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0242,Capilla SANTA TERESITA (Pquia Virgen Inmaculada),Sn - Asentamiento Los Pinos,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0243,Capilla SANTA TERESITA (Pquia NTRA. SRA. de la Piedad),Sarmiento 1272,Ver en mapa,CABA,-34.60519,-58.384664,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0244,Capilla SEÑOR DE MAILÍN (Pquia Caacupé),Sn - Villa 21-24,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0245,Capilla VIRGEN DE ITATÍ (Pquia Caacupé),Sn - Villa 21-24,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0246,Capilla VIRGEN DEL CARMEN (Pquia Caacupé),"Villafañe, Wenceslao 110",Ver en mapa,CABA,-34.630515,-58.357056,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0247,Capilla VIRGENCITA DE LUJÁN (Pquia Virgen Inmaculada),Sn - Villa Fátima,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0248,Centro Misionero CRISTO RESUCITADO (Pquia Santo Cristo Pertenece al Arzobispado de Buenos Aires Tiene Libros Sacramentales),Sn - Villa 19,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0249,Centro Misionero MADRE TERESA DE CALCUTA (Pquia San Saturnino y San Judas Barrio Bernardino Rivadavia),Sn - Barrio Rivadavia I,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0250,Centro Misionero NTRA. SRA. DE LUJÁN (Pquia Virgen Inmaculada de Lourdes),"Segui, F. J., Alte. 251",Ver en mapa,CABA,-34.621902,-58.453254,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0251,Centro Misionero NTRA. SRA. DE LUJÁN (Pquia Caacupé),Sn - Asentamiento Magaldi,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0252,INSTITUTO DE FORMACION TECNICA SUPERIOR DON ORIONE I. C.,Pepiri 1462,Ver en mapa,CABA,-34.654896,-58.40627,Pepiri 1472,✅,,✅,,✅,✅,✅,"Índice GCBA, Relevamiento, Templos, Eduardo, Entes dependientes",Parroquia y anexos,U1
PROP_0253,Centro Misionero SAN CAYETANO (Pquia Caacupé),Sn - Villa 21-24,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0254,Centro Misionero SAN CAYETANO DEL NIÑO JESÚS (Pquia Niño Jesús),Corvalan 3565,Ver en mapa,CABA,-34.670527,-58.469081,,✅,,✅,,✅,✅,,"Índice GCBA, Relevamiento, Templos, Eduardo",Parroquia y anexos,U2
PROP_0255,Centro Misionero SAN JOSE (Pquia Caacupé),Sn - Villa 21-24,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0256,Centro Misionero SAN JOSÉ (Pquia NTRA. SRA. de Fátima),Sn - Los Piletones,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0257,Centro Misionero SANTA BERNARDITA (Pquia ?),Zapiola 3181,Ver en mapa,CABA,-34.556336,-58.471352,,✅,,✅,,✅,,,"Índice GCBA, Templos, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0258,Centro Misionero SANTA MARÍA JOSEFA DEL CORAZÓN DE JESÚS SANCHO (Pquia Niño Jesús),Sn - Lugano,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0259,Centro Misionero TRENCITO DE VIDA (Pquia Caacupé),California 3500,Ver en mapa,CABA,-34.650081,-58.396614,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0260,Centro Misionero TRES ROSAS (Pquia Caacupé),Sn - Villa 21-24,Ver en mapa,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0261,Iglesia CORAZON DE JESUS,Gorriti Juana Manuela 1201,Ver en mapa,CABA,-34.612187,-58.365633,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0262,Iglesia CORAZON EUCARISTICO DE JESUS,Montevideo 1370,Ver en mapa,CABA,-34.593507,-58.390094,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0263,Iglesia CORPUS CHRISTI,Amenabar 450,Ver en mapa,CABA,-34.574126,-58.443856,,,,✅,,,✅,,"Relevamiento, Templos",Parroquia y anexos,U5
PROP_0264,Iglesia DEL NAZARENO,Independencia Av. 1166,Ver en mapa,CABA,-34.617766,-58.382467,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0265,Iglesia DEL SALVADOR,Callao Av. 580,Ver en mapa,CABA,-34.602318,-58.392647,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0266,Iglesia DIVINO ROSTRO,Gallardo Av 576,Ver en mapa,CABA,-34.60543,-58.438906,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0267,Iglesia DIVINO SALVADOR,Salta 870,Ver en mapa,CABA,-34.618155,-58.382955,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0268,Iglesia INMACULADA CONCEPCION,"Bravo, Mario 563",Ver en mapa,CABA,-34.602688,-58.41653,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0269,Iglesia LA PURISIMA DE SAN GABRIEL BROCHERO,Caracas 531,Ver en mapa,CABA,-34.623266,-58.463435,Caracas 533,✅,,✅,,✅,,,"Índice GCBA, Templos, Eduardo",Instituciones diocesanas propias,U1-U3/Sin relevar
PROP_0270,Iglesia MADRE R.ADMIRABLE de SCHONSTATT,Echeverria 3632,Ver en mapa,CABA,-34.570337,-58.468143,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0271,Iglesia MARIA AUXILIADORA,Yapeyu 172,Ver en mapa,CABA,-34.61402,-58.421764,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0272,Iglesia MARIA INMACULADA,Gallo 986,Ver en mapa,CABA,-34.598451,-58.412052,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0273,Iglesia MATER MISERICORDIAE,24 De Noviembre 865,Ver en mapa,CABA,-34.621186,-58.410837,,,,✅,,✅,,,"Templos, Eduardo",Parroquia y anexos,Sin relevar
PROP_0274,Iglesia MATER MISERICORDIAE,Moreno 1669,Ver en mapa,CABA,-34.612491,-58.390002,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0275,Iglesia NTRA. SRA. de la MERCED de SION,"Mitre, Bartolome 3459",Ver en mapa,CABA,-34.609385,-58.415359,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0276,Iglesia NTRA. SRA. de la MISERICORDIA,Azcuenaga 1654,Ver en mapa,CABA,-34.589946,-58.397032,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0277,Iglesia NTRA. SRA. de la MISERICORDIA,Cabildo Av. 1333,Ver en mapa,CABA,-34.567564,-58.449349,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0278,Iglesia NTRA. SRA. de la MISERICORDIA,Directorio Av. 2118,Ver en mapa,CABA,-34.632364,-58.456834,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0279,Iglesia NTRA. SRA. de LUJAN,Jujuy Av. 2179,Ver en mapa,CABA,-34.635321,-58.399222,Jujuy Av. 2181,,,✅,,✅,,,"Templos, Eduardo",Cedidos a terceros,Sin relevar
PROP_0280,Iglesia NTRA. SRA. del HUERTO,Mosconi Gral. Av. 3054,Ver en mapa,CABA,-34.587537,-58.504108,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0281,Iglesia NTRA. SRA. del HUERTO,Rincon 827,Ver en mapa,CABA,-34.619032,-58.396016,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0282,Iglesia NTRO. SEÑOR de la SALUD,"Anchorena, Tomas Manuel De, Dr. 1563",Ver en mapa,CABA,-34.592109,-58.403652,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0283,Iglesia REGINA MARTYRUM,"Yrigoyen, Hipolito 2005",Ver en mapa,CABA,-34.610484,-58.394997,"Yrigoyen, Hipolito 2031 | Sarandi 65 | Yrigoyen, Hipolito 2025",✅,,✅,,✅,,,"Índice GCBA, Templos, Eduardo","Cedidos a terceros, Parroquia y anexos",U1-U3/Sin relevar
PROP_0284,Iglesia SAGRADA FAMILIA,"Artigas, Jose Gervasio, Gral. 1276",Ver en mapa,CABA,-34.615958,-58.470611,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0285,Iglesia SAGRADA FAMILIA DE NAZARETH,Conesa 1076,Ver en mapa,CABA,-34.572703,-58.452237,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0286,Iglesia SAGRADO CORAZON DE JESUS,"Pellegrini, Carlos 1441",Ver en mapa,CABA,-34.591159,-58.381485,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0287,Iglesia SAGRADO CORAZON DE JESUS,Cochabamba 1470,Ver en mapa,CABA,-34.624024,-58.386423,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0288,Iglesia SAN ANTONIO,Mexico 4050,Ver en mapa,CABA,-34.620327,-58.423329,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0289,AICA,"Alsina, Adolfo 500",Ver en mapa,CABA,-34.610264,-58.373319,Bolivar 218 | Bolivar 216,,,,✅,✅,✅,✅,"Relevamiento, Eduardo, Alquileres, Entes dependientes",Comerciales,U5
PROP_0290,Unidad comercial,Paraguay 1606,Ver en mapa,CABA,-34.598526,-58.389881,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0291,Unidad comercial,Paraguay 1616,Ver en mapa,CABA,-34.598537,-58.390027,,,,,✅,,✅,,"Relevamiento, Alquileres",Comerciales,U5
PROP_0292,CANAL 21,Rivadavia Av. 413,Ver en mapa,CABA,-34.607842,-58.372484,Rivadavia Av. 423,✅,,,✅,✅,✅,✅,"Índice GCBA, Relevamiento, Eduardo, Alquileres, Entes dependientes","Comerciales, Instituciones diocesanas propias",U1
PROP_0293,Unidad comercial,Portela 239,Ver en mapa,CABA,-34.635057,-58.472081,,✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Cáritas,U1-U3/Sin relevar
PROP_0294,Unidad comercial,Rivadavia Av. 1391,Ver en mapa,CABA,-34.608747,-58.38616,Rivadavia Av. 1395 | Uruguay 17 | Uruguay 36 | Rivadavia Av. 1399,✅,,,✅,✅,✅,,"Índice GCBA, Relevamiento, Eduardo, Alquileres",Comerciales,U1
PROP_0295,CONSEJO DE EDUCACION CATOLICA ARQUIDIOCESANO ,Rivadavia Av. 415,Ver en mapa,CABA,-34.607859,-58.372717,,,,,✅,,,✅,"Alquileres, Entes dependientes",Comerciales,Sin relevar
PROP_0296,Unidad comercial,Rivadavia Av. 437,Ver en mapa,CABA,-34.607894,-58.373197,,,,,✅,✅,,,"Eduardo, Alquileres","Instituciones diocesanas propias, Comerciales",Sin relevar
PROP_0297,Unidad comercial,Rivadavia Av. 851,Ver en mapa,CABA,-34.608229,-58.378597,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0298,Unidad comercial,Rivadavia Av. 857,Ver en mapa,CABA,-34.608229,-58.378597,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0299,Unidad comercial,"Rodo, Jose E. 4191",Ver en mapa,CABA,-34.641769,-58.482978,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0300,Unidad comercial,Rodriguez Peña 898,Ver en mapa,CABA,-34.598944,-58.391691,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0301,Unidad comercial,Callao Av. 843,Ver en mapa,CABA,-34.599032,-58.392907,Callao Av. 853 | Paraguay 1706 | Paraguay 1766 | Rodriguez Peña 834 | Rodriguez Peña 846,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0302,Unidad comercial,Salguero Jeronimo 1862,Ver en mapa,CABA,-34.588517,-58.415072,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0303,Unidad comercial,San Martin Av. 6760,Ver en mapa,CABA,-34.59236,-58.509159,San Martin Av. 6780,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0304,Unidad comercial,Santa Fe Av. 2018,Ver en mapa,CABA,-34.595771,-58.396455,Santa Fe Av. 2022 | Santa Fe Av. 2020,✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0305,Unidad comercial,Sarmiento 2302,Ver en mapa,CABA,-34.606112,-58.399479,Sarmiento 2310 | Pasteur 292 | Pasteur 294,✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0306,Unidad comercial,Sarmiento 3123,Ver en mapa,CABA,-34.606639,-58.410363,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0307,Unidad comercial,Tinogasta 3088,Ver en mapa,CABA,-34.599714,-58.49423,Tinogasta 3090,✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Parroquia y anexos,U1-U3/Sin relevar
PROP_0308,Unidad comercial,"Uriburu Jose E., Pres. 1141",Ver en mapa,CABA,-34.594857,-58.398258,,,,,✅,✅,,,"Eduardo, Alquileres",Comerciales,Sin relevar
PROP_0309,Unidad comercial,"Uriburu Jose E., Pres. 582",Ver en mapa,CABA,-34.602434,-58.398522,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0310,Unidad comercial,Warnes 2676,Ver en mapa,CABA,-34.597134,-58.476315,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0311,Unidad comercial,Colombres 81,Ver en mapa,CABA,-34.612429,-58.419331,Colombres 83,,,,✅,✅,,,"Eduardo, Alquileres","Comerciales, en Juicio",Sin relevar
PROP_0312,Unidad comercial,Yerbal 5230,Ver en mapa,CABA,-34.636606,-58.500055,Yerbal 5210 | Yerbal 5214,✅,,,✅,✅,✅,,"Índice GCBA, Relevamiento, Eduardo, Alquileres",Parroquia y anexos,U1
PROP_0313,Unidad comercial,Concordia 4508,Ver en mapa,CABA,-34.59291,-58.508639,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0314,Unidad comercial,Homero 494,Ver en mapa,CABA,-34.642834,-58.493866,,,,,✅,✅,,,"Eduardo, Alquileres",Comerciales,Sin relevar
PROP_0315,Unidad comercial,"Hernandez, Jose 1863",Ver en mapa,CABA,-34.56283,-58.448473,"Hernandez, Jose 1871",✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0316,Unidad comercial,"Alberdi, Juan Bautista Av. 902",Ver en mapa,CABA,-34.622972,-58.440961,"Alberdi, Juan Bautista Av. 906 | Barco Centenera Del 315",✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Cáritas,U1-U3/Sin relevar
PROP_0317,Unidad comercial,"Uriburu, J.E. 562",Ver en mapa,CABA,-34.602633,-58.398499,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0318,Unidad comercial,Warnes Av. 2672,Ver en mapa,CABA,-34.597134,-58.476315,,,,,✅,✅,,,"Eduardo, Alquileres","Instituciones diocesanas propias, a definir",Sin relevar
